y	x	showSelected1
1.72540650237352	10.2585754703219	1
1.4562985939905	7.46987753078693	1
1.35015289541334	10.7196276541147	1
1.82583544105291	10.8015429011881	1
1.27487598937005	6.06676568674072	1
1.57342323325574	8.87904870689557	1
1.60920436792076	8.74992146430149	1
1.67999116741121	11.6755740889891	1
1.46625883225352	8.74992146430149	1
1.59089042693377	13.4301299737666	1
1.96357906199992	7.86435258802631	1
1.58632191773504	8.88831773049185	1
1.91228017769754	8.62629429621295	1
1.93155054952949	8.88831773049185	1
1.68698798585683	6.62661337851517	1
1.52855182122439	10.306746235673	1
1.31767575275153	13.5738262736062	1
1.94823984261602	9.05441718454413	1
1.4409831199795	12.5076298421399	1
1.24857645723969	13.4301299737666	1
1.95818155203015	12.4481635948789	1
1.77647701874375	7.46987753078693	1
1.31383543647826	9.56405017068341	1
1.63942772485316	9.56405017068341	1
1.96327299084514	10.9218324119784	1
1.66838668249547	13.5738262736062	1
1.52360822539777	10.9957009564585	1
1.71831478346139	9.56405017068341	1
1.45585649367422	6.06676568674072	1
1.44617600869387	10.9957009564585	1
1.28887716904283	13.1174166282982	2
1.51199554819614	7.94799110338552	2
1.65754825118929	9.56405017068341	2
1.3735142102465	6.62661337851517	2
1.55581440161914	8.88831773049185	2
1.37439253497869	7.86435258802631	2
1.6018396506086	10.2585754703219	2
1.48312365747988	7.46987753078693	2
1.71998812705278	11.4027118031274	2
1.49977116528898	9.10867605980008	2
1.48435630463064	6.06676568674072	2
1.62695035636425	9.10867605980008	2
1.7922674883157	10.7196276541147	2
1.37688235025853	9.53964502103344	2
1.53019689489156	9.10867605980008	2
1.41254934947938	9.56405017068341	2
1.70397844277322	10.7196276541147	2
1.347062792629	9.05441718454413	2
1.89091528914869	10.2213654318902	2
1.79725440330803	10.9957009564585	2
1.73462771978229	12.5076298421399	2
1.6944142986089	10.2213654318902	2
1.49779044818133	9.56405017068341	2
1.62386854868382	13.1174166282982	2
1.89974587429315	7.46987753078693	2
1.66540007982403	10.2213654318902	2
1.8718142118305	11.4027118031274	2
1.44995853193104	12.5076298421399	2
1.76663225777447	8.88831773049185	2
1.41201424486935	8.54221754141772	2
1.23813090194017	10.9218324119784	3
1.76068246997893	9.56405017068341	3
1.48151091076434	6.62661337851517	3
1.5271551983431	8.62629429621295	3
1.856761059165	10.9218324119784	3
1.9350858785212	9.53964502103344	3
1.42602266408503	13.5738262736062	3
1.96888383496553	10.8015429011881	3
1.78271554261446	11.4027118031274	3
1.74910006560385	8.54221754141772	3
1.24227515421808	9.05441718454413	3
1.51617610771209	8.88831773049185	3
1.58227630387992	10.9218324119784	3
1.64820261094719	10.1410167828492	3
1.75860927589238	8.87904870689557	3
1.9325468307361	7.46987753078693	3
1.69468098189682	12.5076298421399	3
1.54273720700294	12.5076298421399	3
1.63366429377347	9.05441718454413	3
1.24678279086947	8.74992146430149	3
1.40868548564613	13.5738262736062	3
1.51772156264633	8.54221754141772	3
1.35819578934461	9.56405017068341	3
